community_size,community_size_log,semantic_change,ideology_semantic_change,male_ratio,friends_count_mean,friends_count_mean_log,friends_count_median,friends_count_median_log,follower_count_mean,follower_count_mean_log,follower_count_median,follower_count_median_log,tweet_count_mean,tweet_count_mean_log,tweet_count_median,tweet_count_median_log,tweet_count_rank,gender,age,is_org,betweenness,closeness,cluster_id,category,cluster_group,cluster_name,topic_words,top_follows
573,6.35,0.1142,0.0613,0.65,627.16,6.44,401,5.99,607.15,6.41,189,5.24,3559.73,8.18,503,6.22,57,0.26,1.88,0.30,0.98,0.32,123,entertainment,music,Music: Atlanta Music Venues and Events,"music,band,rock,atlanta,record,concert,indi,musician,event,roll,ga,funk,guitar,label,art","cl_atlanta,TabernacleATL,EARL_EAV,VarPlayhouse,masquerade_atl,CenterStageAtl,ajc,CriminalRecords,cl_atlantamusic,atlantamusic,drunkenunicorn,529_EAV,StarBarAtlanta,TerminalWest,OKProductions,ATL_Events,AtlantaMagazine,SmithsOldeBar,TheFoxTheatre,eddiesattic,waxnfacts,indieATL,cl_atlantaarts,tightbros,album88atlanta"
336,5.82,0.1486,0.1151,0.19,380.56,5.94,270,5.60,579.08,6.36,228,5.43,9484.72,9.16,3879.5,8.26,139,0.81,0.80,0.01,0.90,0.28,124,entertainment,social media,Inspirational,"___,gsu,insta,tpwk,alright,like,hi,#tpwk,______,rue,______,yee,haw,1d,feet","Harry_Styles,NiallOfficial,Louis_Tomlinson,LiamPayne,zaynmalik,onedirection,ArianaGrande,BarackObama,justinbieber,rihanna,GAFollowers,taylorswift13,TheEllenShow,edsheeran,colesprouse,KimKardashian,Drake,KylieJenner,LilNasX,Zendaya,chrissyteigen,selenagomez,KendallJenner,MileyCyrus,ladygaga"
395,5.98,0.1584,0.1211,0.26,335.51,5.82,202,5.31,495.31,6.21,90,4.50,5069.18,8.53,1019,6.93,92,0.76,0.64,0.04,0.85,0.26,125,entertainment,social media,tiktok,"ig,insta,sc,idk,itsg0ldenn.nijah,sim,tiktok,love,ksu,snap,laynaa.grace,dadapeppa,instagram,cannabi,dolan","GraysonDolan,EthanDolan,emmachamberlain,ArianaGrande,jamescharles,justinbieber,DavidDobrik,ShawnMendes,KylieJenner,shanedawson,rihanna,JeffreeStar,KimKardashian,Zendaya,tanamongeau,camerondallas,KianLawley,jccaylen,selenagomez,BarackObama,iamcardib,KendallJenner,bretmanrock,colesprouse,TheEllenShow"
488,6.19,0.1428,0.1085,0.38,386.02,5.96,309,5.73,554.66,6.32,240.5,5.48,20731.64,9.94,7131,8.87,144,0.68,1.26,0.04,0.95,0.29,126,entertainment,social media,Black Podcasts / Vloggers,"black,alumna,i'm,thing,alum,ig,podcast,bald,#beyhiv,moon,creator,spelman,good,aunti,makeup","KidFury,crissles,ThisIsTheRead,IssaRae,BarackObama,HeyFranHey,rihanna,theestallion,solangeknowles,LookAtDustin,Beyonce,ajc,fatbellybella,MichelleObama,heyassante,chrissyteigen,Drake,iamcardib,cthagod,GAFollowers,chescaleigh,JColeNC,ava,FriendZonePod,sza"
284,5.65,0.1375,0.0977,0.48,533.96,6.28,449.5,6.11,850.86,6.75,526.5,6.27,31595.60,10.36,16376,9.70,149,0.57,1.42,0.01,0.95,0.31,127,sports,Miscellaneous,Sport Personalities,"ig,alumna,never,creator,netip,uga,kenyan,personifi,arrog,atl,hack,vt,entrepreneur,sweet,iu","airfarewatchdog,TheFlightDeal,SecretFlying,scottsflights,BarackObama,GAFollowers,rihanna,theestallion,AirfareSpot,FareDealAlert,ajc,FatKidDeals,Drake,MichelleObama,kanyewest,chrissyteigen,JColeNC,IssaRae,iamcardib,wsbtv,POTUS44,fatbellybella,CashApp,cnnbrk,1future"
512,6.24,0.1305,0.0944,0.84,436.33,6.08,335,5.81,958.22,6.87,219.5,5.39,11433.36,9.34,3777,8.24,138,0.21,0.96,0.05,0.94,0.28,128,entertainment,music,"Music: Contemporary R&B, Jazz Rap, Alternaltive Hip-hop","produc,ig,gsu,music,artist,creativ,morehous,still,black,ep,twitter,sound,spread,dfrnt,#blacklivesmatt","JIDsv,JColeNC,kendricklamar,vincestaples,tylerthecreator,zackfox,earlxsweat,kennybeats,smino,isaiahrashad,EarthGang,kanyewest,ScHoolboyQ,Thundercat,AriLennox,chancetherapper,sza,BarackObama,Dreamville,Bas,joeyBADASS,6LACK,LILUZIVERT,abdashsoul,trvisXX"
566,6.34,0.1664,0.1049,0.92,428.16,6.06,286.5,5.66,1776.32,7.48,148,5.00,7216.01,8.88,1313,7.18,106,0.05,0.97,0.03,0.90,0.28,129,sports,Basketball,mbb,"2k,ig,mbb,guard,youtub,instagram,yt,twitch,subscrib,atl,sub,athlet,hooper,basketbal,psn","NBA2K,Ronnie2K,KingJames,NBA,KDTrey5,BleacherReport,SportsCenter,kobebryant,wojespn,StephenCurry30,espn,Beluba,Drake,1future,LILUZIVERT,youngthug,lilbaby4PF,NBA2K_MyTEAM,russwest44,stephenasmith,TheTraeYoung,overtime,MeekMill,JaMorant,MELOD1P"
1404,7.25,0.0929,0.0556,0.85,446.06,6.10,307,5.73,886.69,6.79,198.5,5.29,14514.99,9.58,2844.5,7.95,133,0.13,1.51,0.07,0.92,0.29,130,sports,Basketball,Atlanta Sports,"sport,hawk,nba,basketbal,@atlhawk,#truetoatlanta,fan,ig,laker,alum,die,i'm,man,hoop,podcast","KingJames,wojespn,NBA,stephenasmith,SportsCenter,BarackObama,kobebryant,espn,KDTrey5,BleacherReport,ATLHawks,RealSkipBayless,GAFollowers,ajc,AdamSchefter,StephenCurry30,ESPNNBA,NBAonTNT,Drake,TheSteinLine,ShannonSharpe,ShamsCharania,SHAQ,AtlantaFalcons,NFL"
292,5.68,0.1354,0.1109,0.81,568.52,6.34,411,6.02,743.00,6.61,179.5,5.19,16482.91,9.71,2956,7.99,134,0.19,1.65,0.06,0.98,0.31,131,sports,Football,Atlanta Falcons,"falcon,#riseup,sport,@atlantafalcon,fan,#falcon,atlanta,#brave,#truetoatlanta,nfl,brave,#hawk,#atlantafalcon,justwaldrop,#inbrotherhood","AtlantaFalcons,M_Ryan02,debo,juliojones_11,devontafreeman,GradyJarrett,Keanu_Neal,VicBeasley3,TheFalcoholic,roddywhiteTV,Mo_12_Sanu,NFL,DesmondTrufant,CalvinRidley1,ATLHawks,AdamSchefter,Teco_Raww,BarackObama,FreakMagic2,vxmcclure23,Braves,rockorocky,ATLUTD,GAFollowers,"
288,5.66,0.1338,0.0989,0.66,514.23,6.24,298,5.70,2016.69,7.61,96,4.56,3068.92,8.03,514,6.24,60,0.32,1.96,0.15,0.92,0.31,132,sports,Football,Atlanta Falcons2,"falcon,fan,sport,atlanta,#riseup,brave,footbal,hawk,father,born,chariti,husband,team,life,love","AtlantaFalcons,roddywhiteTV,juliojones_11,TonyGonzalez88,M_Ryan02,ajc,SeanWSpoon56,HDouglas83,Qui22Rodgers,WillyMo_25,TwentyJuan21,NFL,sj39,ATLHawks,pick_six22,Braves,CoreyPeters91,BarackObama,SportsCenter,JayUhfishul,espn,biermann71,55getlive,AdamSchefter,DesmondTrufant"
308,5.73,0.1351,0.0925,0.47,395.36,5.98,230.5,5.44,1020.96,6.93,63.5,4.15,2864.16,7.96,371,5.92,38,0.53,1.99,0.12,0.84,0.30,133,entertainment,music,jazz,"jazz,music,love,art,beauti,comedian,educ,media,@loveultraradio,lmn,@naturaltrendz,legaci,live,exclam,lover","KevinHart4real,BarackObama,IAmSteveHarvey,tylerperry,Oprah,RickeySmiley,tarajiphenson,ajc,CedEntertainer,TheRealMikeEpps,itsgabrielleu,iamjamiefoxx,Tip,missjillscott,maryjblige,kerrywashington,IAMQUEENLATIFAH,TheEllenShow,fatbellybella,aliciakeys,common,MarlonWayans,justsanaa,rihanna,Kandi"
227,5.42,0.1510,0.0946,0.37,335.45,5.82,192,5.26,350.52,5.86,55,4.01,3918.69,8.27,279,5.63,33,0.60,1.86,0.14,0.91,0.28,134,entertainment,news,TV: Real Housewives of Atlanta,"life,cocoaachanel,tastiest,new,love,cough,shade,enough,cook,bless,chef,manifest,brand,back,#smallbiz","CynthiaBailey10,Kandi,NeNeLeakes,Porsha4real,PhaedraParks,KenyaMoore,IamSheree,Kimzolciak,BarackObama,ajc,iheartMarlo,rihanna,PeterThomasRHOA,tarajiphenson,Andy,Oprah,wsbtv,Tip,TheEllenShow,KevinHart4real,KimKardashian,tylerperry,RickeySmiley,chrisbrown,Drake"
429,6.06,0.1474,0.0994,0.43,156.34,5.05,52,3.95,66.37,4.20,7,1.95,591.12,6.38,9,2.20,7,0.50,1.55,0.19,0.82,0.27,135,entertainment,news,Black Media - Radio Pop Culture,"hair,love,bling,i'm,stronger,hip-hop,rap,twerk,angeltwerk,jblackmon,regga,tax,suki,quot,get","ajc,Tip,RickeySmiley,tarajiphenson,wsbtv,tylerperry,ryancameron,AtlantaFalcons,Kandi,FOX5Atlanta,fatbellybella,V103Atlanta,1future,ATLHawks,ATL_Events,cl_atlanta,GAFollowers,KasimReed,CityofAtlanta,UncleRUSH,RevRunWisdom,hot1079atl,missjillscott,BigBoi,youngthug"
410,6.02,0.1493,0.0896,0.29,402.00,6.00,255.5,5.54,2400.40,7.78,74,4.30,7348.86,8.90,370,5.91,37,0.69,1.68,0.10,0.91,0.28,136,entertainment,TV,Atlanta reality TV,"mother,singer,love,life,hair,entertain,beauti,Ä_____,enough,live,ladi,jade,stylist,actress,follow","RASHEEDA,kmichelle,MsJoseline,MsEricaDixon,hitmansteviej,BarackObama,MimiFaust,TamarBraxtonHer,reallilscrappy,rihanna,Kandi,Tip,KevinHart4real,ThaRealMommaDee,ajc,tarajiphenson,tonibraxton,chrisbrown,TrinaBraxton,IAMBENZINO,Drake,towandabraxton,wsbtv,TraciBraxton,NeNeLeakes"
493,6.20,0.1334,0.0903,0.68,6047.29,8.71,1735,7.46,6749.08,8.82,1304,7.17,22507.20,10.02,6139,8.72,142,0.17,1.71,0.13,0.98,0.32,137,entertainment,arts,artist,"artist,produc,book,music,record,dj,songwrit,ceo,ent,featur,rapper,email,radio,singer,contact","iamBig7,djwaynemccardle,ProducerPower,wearebeatflix,rowdytukgoon,magicondabeat,beatflix_es,KingDivine315,ceodjasap,BenjaminEnfield,Stardom101Mag,collectionbeats,JulianBeatsCom,JaywanIncBeats,adorablecatsWOW,mrdreamzmag,Tip,LilBankhead945,JirocaMusic,RealMagicBeats,ATLTop20,AmpOnTheTrack,SleepSkee,6BillionPeople,Drake"
671,6.51,0.1505,0.1200,0.68,1043.56,6.95,738,6.60,4801.65,8.48,581,6.36,17606.22,9.78,6026,8.70,141,0.18,1.61,0.16,0.98,0.31,138,entertainment,music,Music: Atlanta DJ,"book,dj,contact,artist,music,ceo,ent,mixtap,promot,record,info,featur,produc,prod,offici","1future,DJSCREAM,DJDRAMA,Tip,2chainz,gucci1017,SpinzHoodrich,Djholiday,DJPrettyBoyTank,DJMLK,Rocko4Real,LilBankhead945,TheDjXRated,MeekMill,LilTunechi,hot1079atl,Drake,YoGotti,wizkhalifa,Diddy,KevinHart4real,LiveMixtapes,RickRoss,DjGregStreet,SonnyDigital"
276,5.62,0.1767,0.1573,0.26,697.36,6.55,519,6.25,2997.54,8.01,647,6.47,23495.69,10.06,12240,9.41,147,0.86,0.89,0.00,0.97,0.29,139,entertainment,social media,Atlanta local celebrities,"ig,sc,alumna,__,instagram,#gsu,cau,insta,da,atl,snapchat,quinn,follow,ncat,queen","Zonnique,bahjarodriguez,reginae_carter1,lourdes_lolo,rihanna,chrisbrown,NICKIMINAJ,Drake,babydoll_omg,ToyaWright,TinyMajorMama,LilTunechi,1future,diggy_simmons,BarackObama,theestallion,JheneAiko,Zendaya,jacoblatimore,yafavdeyj,Tip,iamcardib,KimKardashian,TreySongz,JColeNC"
1663,7.42,0.1195,0.1005,0.36,544.74,6.30,369,5.91,688.28,6.53,290,5.67,17166.29,9.75,7215,8.88,145,0.68,1.49,0.03,0.93,0.30,140,society,social justice,woman,"love,ig,life,i'm,im,follow,live,woman,know,god,instagram,#teamfollowback,hair,dream,mother","KevinHart4real,chrisbrown,rihanna,BarackObama,Drake,RevRunWisdom,OneLouderApps,NICKIMINAJ,TreySongz,Tip,LilTunechi,instagram,MonicaDenise,XSTROLOGY,Kandi,LaurenLondon,KimKardashian,tarajiphenson,ZodiacFacts,Diddy,ToyaWright,KeriHilson,RickeySmiley,lala,lilduval"
200,5.30,0.1416,0.1495,0.40,915.06,6.82,537.5,6.29,1825.32,7.51,349.5,5.86,6027.70,8.70,2291,7.74,124,0.56,2.13,0.22,0.96,0.33,141,entertainment,news,laid,"event,laid,hottest,person,book,fashion,shoe,jfli,info@theepiphanysuite.com,@ibnxradio,lifestyl,pynk,v103,relat,live","ryancameron,FRANKSKI,BarackObama,ajc,RashanAli,Kandi,Oprah,KevinHart4real,V103Atlanta,NinaBrown,Diddy,RevRunWisdom,Ludacris,elleduncanESPN,KennyBurns,MonicaDenise,RickeySmiley,UncleRUSH,xonecole,tarajiphenson,Tip,KasimReed,KeriHilson,WandaSmith_ATL,DjGregStreet"
390,5.97,0.1592,0.0965,0.27,292.16,5.68,185.5,5.22,310.16,5.74,111,4.71,6402.62,8.76,1055.5,6.96,95,0.85,0.80,0.01,0.86,0.26,142,society,social justice,blm,"blm,insta,ig,like,tatianaaxv,bryttanyvictoria,love,hi,instagram,makeup,que,cough,atl,spread,twitter","JeffreeStar,shanedawson,jamescharles,KylieJenner,KimKardashian,iamcardib,ArianaGrande,rihanna,tanamongeau,bretmanrock,khloekardashian,KendallJenner,NikitaDragun,BarackObama,DavidDobrik,TheEllenShow,MileyCyrus,Drake,kourtneykardash,pulte,PostMalone,GAFollowers,justinbieber,emmachamberlain,LilNasX"
367,5.91,0.1489,0.0990,0.25,278.47,5.63,232,5.45,362.84,5.89,194,5.27,7362.35,8.90,2577,7.85,128,0.81,0.72,0.01,0.89,0.27,143,sports,Miscellaneous,allstar,"emo,acab,uh,kind,schmuck,yip,polish,venmo,blm,main,__,stingray,yeet,killa,allstar","colesprouse,dylansprouse,CaucasianJames,codyko,LilNasX,BarackObama,caseykfrey,GAFollowers,quenblackwell,chrissyteigen,tylerthecreator,thenoelmiller,Zendaya,Harry_Styles,goodbeanalt,ArianaGrande,AOC,PostMalone,BernieSanders,emmachamberlain,Drake,rihanna,RealChalamet,jaboukie,SheRatesDogs"
2943,7.99,0.1117,0.0812,0.46,1733.04,7.46,928,6.83,2185.68,7.69,1052,6.96,28954.14,10.27,16551,9.71,150,0.66,1.02,0.01,0.99,0.31,144,entertainment,social media,snapchat,"ig,alumna,sc,gsu,atl,snapchat,instagram,god,mommi,state,youtub,insta,cau,major,rest","KameronBennett,GAFollowers,theestallion,Atlantafollowme,1hakz_,jakecardiff401,rihanna,iamcardib,Drake,echemadubuike,BlackDivaModels,BarackObama,1future,KylanDMorris,chrisbrown,NICKIMINAJ,Dex_Jay,ATLPartyPlug,John_Cardiff_,JColeNC,MichaelPeter301,CardiffBros,workwthecoach,TheRealDBELLZ,CjayyTaughtHer"
5904,8.68,0.1161,0.0948,0.53,387.72,5.96,238,5.47,825.75,6.72,222.5,5.40,9853.61,9.20,2001.5,7.60,122,0.55,0.75,0.01,0.93,0.27,145,entertainment,social media,follow,"ig,instagram,sc,insta,atl,gsu,fmoig,snap,youtub,follow,shit,snapchat,lash,bitch,god","lilbaby4PF,youngthug,1future,theestallion,lildurk,waydamin,AriTheDon,iamcardib,LILUZIVERT,MoneyBaggYo,21savage,dearra,1GunnaGunna,rihanna,MeekMill,gucci1017,Drake,RoddyRicch,ThegirlJT,lilyachty,trvisXX,DaBabyDaBaby,IAMSUMMERWALKER,KodakBlack1k,"
269,5.59,0.1741,0.1441,0.51,543.03,6.30,371,5.92,888.96,6.79,485,6.18,17965.68,9.80,8137,9.00,146,0.47,0.85,0.00,0.95,0.29,146,entertainment,social media,alumna,"ig,alumna,morehous,futur,daloamazin,k_chuckman,atl,gsu,#blacklivesmatt,state,np,wbb,god,uwg,everywher","INTERIORPORN1,benwegmann,GAFollowers,rihanna,theestallion,HBCUfessions,BarackObama,iamcardib,milktpapi,JheneAiko,JColeNC,Drake,iamdesibanks,Druski2Funny,BrotherNature,LilNasX,YPAtlantaGA,kanyewest,CashApp,1future,sza,Zendaya,DemetriusHarmon,BiIlionaires,MeekMill"
313,5.75,0.1677,0.1368,0.11,253.41,5.53,180,5.19,2004.03,7.60,183,5.21,9655.06,9.18,3389,8.13,137,0.83,0.66,0.01,0.92,0.27,147,society,social justice,#blacklivesmatt,"gsu,ig,#blacklivesmatt,insta,gibran,sc,____,jalisco,everyon,silk,spam,ari,long,bitch,kpop","bretmanrock,theestallion,LilNasX,iamcardib,quenblackwell,BrotherNature,rihanna,ArianaGrande,milktpapi,DemetriusHarmon,Zendaya,GAFollowers,sanbenito,BarackObama,DojaCat,sza,JAYVERSACE,KylieJenner,lifeofrickey,tylerthecreator,JheneAiko,chrissyteigen,Drake,Kehlani,theweeknd"
580,6.36,0.1485,0.1201,0.29,495.73,6.21,321.5,5.77,945.29,6.85,373,5.92,19881.25,9.90,7028.5,8.86,143,0.82,0.80,0.02,0.95,0.28,148,society,social justice,black,"ig,alumna,gsu,black,matter,leo,mua,spelman,ari,moon,__,femm,atl,howardu,scorpio","jackieaina,theestallion,alissa_ashleyy,rihanna,arnellarmon,melanatedmomma,sza,JheneAiko,Zendaya,MakeupForWOC,JAYVERSACE,choycebrown,Kehlani,iamcardib,BarackObama,GAFollowers,LilNasX,AriLennox,IAMSUMMERWALKER,LaBeautyologist,IssaRae,quenblackwell,Drake,DemetriusHarmon,AaliyahJay"
